comment,label_1,label_2,label_3
刚 88 小时 耗时 半个 月 一周 目 105 小时 快 二周目 没过 全靠 春节 疫情 真的 游戏 新意 俯视 角 第一次 习惯 玩上 手 接受 游戏 真的 硬核 推荐 手 残党 入手 玩 好久 动作游戏 有时候 想 手柄 摔 运气 真的 游戏 存档 死 只能 第一关 装备 背包 自然 清空 随机 地图 好评 随机 boss 看脸 商店 武器 商人 真的 运气 刷 东西 装备 推荐 速攻 类 武器 大锤 两关 感觉 大锤 刚 杂兵 boss 战 锤 系列 武器 速度 太慢 大部分 时间 速度 快 boss 地上 摩擦 游戏 手 真的 感觉 六个 角色 初始 武器 技能 区别 带 盾牌 没 搞清楚 情况 盾牌 自动 格挡 凑 角度 概率 ？ 游戏 有个 简单 介绍 硬核 游戏 背包 每次 只能 带 血包 药包 爆 一地 血包 每次 boss 战 只能 带 毛用 真的 累 想 多试试 新 测试 分支 坚持下去 不停 刷刷 刷 拖长 游戏 时间 不去 刚 至少 爽快 一点 游戏 至少 成就感 大于 挫折感 国产 游戏 容量 亮点 支持 好评 我累 下次 想 受虐 回来 三个 作者 辛苦,优点或启发,,
第四 关 看好 差评 理解 闪避 判定 刚 无敌 闪避 快 瞬间 判定 有个 提前量 把握 行 把握 不用 BOSS 跑 有气 攻击 闪避 绕 背 关 骑马 转圈圈 死 伤 唯 熟悉 熟练 好多 差评 借鉴 撒 玩 撒 游戏 借鉴 我能 特别 撒 伏龙记 死亡 细胞 玩 时间 少 暂时 没 发现 游戏 真的 不错 真的 砍 菜 是我太 菜 游戏 第一关 复活 复活 真的 友善 双 武器 切换 照顾 玩家 情绪 刚 开荒 游戏 真要 带 脑子 怪物 进攻 方式 摸清 伤 解锁 武器 道具 玩 长时间 37 块钱 游戏 质量 真的 不错 推荐 入手,建议,,
煞笔 玩意儿 辣 东西 负面 效果 恶心 一笔 打个 boss 还会 爆气 减伤 玩以 撒 好歹 快感 学特 考虑一下 区别 搞 尼玛 回合制,缺点或问题,,
游戏 可玩性 高 希望 快点 更新,建议,,
垃圾 游戏 说 难度 恶心 地图 攻击 判定 闪避 判定 纯 拖长 游戏 时间 设定 太多,缺点或问题,,
越玩约 刀剑 封魔录 感觉 童年 回来,优点或启发,,
细节 打磨 不错 足见 制作组 用心 期待 后续 更新,优点或启发,,
好评 游戏 真的 不错 玩 玩 undermine 斩妖 肝,无帮助,,
好玩 慢慢 摸索 耐心 怕 重头 ~,无帮助,,
成熟 地牢 类 游戏 期待 出 更 DLC,无帮助,,
打通 次   想 第一次 通关 一关 BOSS 巨锤 修罗   次 狐 妖 次 差点 仙草 套 真的 不好 通关   实力 不行   只能 依赖 运气 每关 魂 太少 太肝 崩溃 BUG     关到 关   图 箱子   20 张图   一把 钥匙 服气 开 一把   第一关   过图 一把 钥匙 关   清图 一把 钥匙   鬼 BUG,bug,,
2d 顶 视角 版 黑魂 超级 好玩 小姐姐 制作 特色 希望 文案 更 早日 推出 mod 功能 哈哈哈哈,建议,优点或启发,
可玩性 高 双刀 正义,无帮助,,
游戏 内容 不算 刷 一周 全刷 完 刚 玩 真的 过瘾 玩 一把 想开 一把 刚 boss 感觉 真的 难 对付 小怪 麻烦 玩 后期 熟练 蛮 87 小时 玩家 易如反掌 初期 反差 蛮大 期待 更 后续 游戏 内容 补充 建议 买入 第一个 steam 买 roguelike 游戏 支持 国产,优点或启发,,
游戏 挺好玩 想 说 两点 第一 游戏 每次 死 从头开始 有点烦 这刹气 系统 感觉 肝 顺带 有没有 关将军 名字 看成 那位 将军 纳闷 半天 这人 名字 说 仔细 一看 发现 拉 将军 233 前 几关 搞 出 财神 肥 流油 一关 挺 轻松 一关 小房间 一条 很长 小道 好几个 nt 阵法 母婴 联合 双打 妈 ？ 居合刀 勉强 够 砍 完 闪避 躲 阵法 莫名其妙 死 两条 命 重头 来过 ？ 新手 运气 出 道具 宝物 难度 直线 下降 游戏 完善 锁定 系统 没用过 锁定键 锁定 要长 实战 里 一秒钟 时间 太 关卡 设计 莫名其妙 水关 走路 慢如狗 对面 一堆 突进 有个 挑战 关 血厚 大锤 房间 设计 角色 吸 跑 等于 硬 钢 装备 大锤 打死 一关 小道 阵法 真的 恶心 恶心 玩家,缺点或问题,,
前 几天 买 上手 玩 个人感觉 想象 难 希望 出 更 角色 武器,建议,,
难度 梯度 那拉 将军 之流 比灰仙育母 蜘蛛 何地 藏树 姿娘 太岁 堕 佛像 这类 fiveboss 强太多 放在 关 套装 委实 鸡肋 至少 玩 感觉 出 引导 机制 身上 散件 出 相关 套装 几率 提升 机制 玩家 更 想 玩 套路 成形 更好 刺激 玩家 肝 欲望 ？ 改成 件 件 件 触发 套装 效果 行 件 触发 区别 游戏 初期 双刃剑 道具 太 ？ 正面 效果 收益 多高 负面 效果 要命 游戏 初期 多一些 纯正 面 效果 玩家 开荒 双刃剑 道具 交给 玩家 自主 选择 解锁 提高 一点 双刃剑 道具 正面 效果 长枪 攻击 判定 真的 一言难尽 枪头 戳 枪头 一根 伤害 木棍 咯 ？,建议,缺点或问题,
游戏 .... 只能 说 不难 玩起来 太累 容错 率低 死 够,缺点或问题,,
好玩   好棒   开心   没玩够   期待 新 内容     希望 出 设定 集 电子版   想 收藏 一份,建议,,
不愧 想 系统       找点 讨论,无帮助,,
希望 有个 修改器   希望 能回 满血 就行,建议,,
前期 困难 积累 过后 变得 简单 关后 玩 简单 至少 希望 新 模式 MOD 早日 上线,建议,优点或启发,
不错 肉鸽 游戏 国产 买买 买 爽快 感 有待 紧张感 爆表,建议,,
玩多,无帮助,,
玩 不错   一堆 bug,无帮助,,
总体 不错 改进 地方 人物 成长 太 有限 人物属性 肝 欲望 东西 类 游戏 人物 成长 太过 感觉 实在 太少 成长 没用 无界 杀敌 秒 增伤 增伤 不高 秒 ？ 杀 完 敌人 后冲 敌人 脸上 秒 增加 人物 成长 上限 提高 玩家 游戏 时间 黑魂 内味 敌人 实在 恶意 第五章 石像 出招 快 带 霸体 伤害 高回报 低 招式 不合理 白仙 平 砍 提前 预判 距离 躲开 人能 躲开 模仿 魂 出手 极快 招式 改掉 降低 伤害 削韧 通关 二周目 最终 BOSS 固定 难度 建议 每周 目的 最终 BOSS 改成 随机 玩家 会卡 久 老板 取出 想要 数目 钱 有意 设计 无视 条 反正 感觉 影响 游戏 体验,建议,,
问   问 女性 角色,优点或启发,,
没意思,无帮助,,
顶 视角 黑魂 刚 关 boss 卡 好久 真的 爽,无帮助,,
44 小时 通关 不想 推荐 朋友 玩 剧情 立绘 没得 黑 操作 手感 真的 屎 夜幕 诅咒 逼得 用键 鼠 操作 习惯 只用 键盘 用键 鼠 恶心 .... 强行 键盘 没 自动 锁定 坑 平衡性 真的 差 挑战 房 有时候 掉 一大半 血 给出 狂暴 卷轴 ？ ？ 屌 东西 ？ BOSS   有用 ？ 本来 BOSS 节奏感 东西 干嘛 ？ 建议 删除 挑战 房 奖励性 真的 付出 成正比 半路 同伴 挑战 房 牛批 队 憨 憨 ？ ？ 人物 硬直 说 BOSS   战 容错 率太低 完 累 成就感 说实话 没 有时候 打完 BOSS 第一 感觉 卧槽 总算 卧槽 我特 真 牛批 游戏 整体 不错 改进,建议,缺点或问题,
一款 少有 不错 砍杀 rogue 砍杀 rogue 弹幕 射击 偏多 游戏 体验 好玩 希望 后续 竞技场 无限 模式   砍杀   快节奏 更 契合 砍杀 氛围 快感   撒 分 一个个 小房间   个位数 敌人 过少 关卡   无双   减慢 节奏 减少 重玩 价值   俯瞰 横板   格挡 系统 更 自然   翻滚 躲闪 挺 生气   有格 挡   挡 反   组合 技 希望 国产 游戏 特色 越来越 好玩,建议,,
希望 越做越,无帮助,,
玩起来 不错 确实 难 希望 越来越 看好,无帮助,,
游戏 不错,无帮助,,
不错 国产 地牢 风格 游戏 希望 工作室 加油 更新,无帮助,,
辣鸡 游戏 难死,缺点或问题,,
游戏 不错     值得 买来 玩玩,无帮助,,
22 小时 第一次 通关       真好玩 撒花,无帮助,,
游戏 内容 太 少 肝 不爽 满 技能 角色 游戏 难度 游戏 体验 太好 过多 人物属性 肝 解锁 隔壁 hades dead   cells 这方面 斩妖 做得好 太 游戏 内容 过少 关卡 固定 怪物 强化 属性 唯一 多样化 boss 玩家 锁 技能 提升 属性 重复 重复 重复 刷 变化 关卡 解锁 技能 过程 重复 次 开新 人物 重复 第七次 人物 技能 满级 轻松 花式 过关 挑战 … … 希望 游戏 后期 解锁 内容 调整 多个 人物 不用 分开 解锁 统一 解锁 … … 解锁 内容 改为 新 装备 新 挑战 内容 出门 自带 血量 上限 变为 后加 100 攻 道具 装备 店里 换成 初始 两种 玩法 加 30 点 血量 加 30 点 蓝 加 30 点 气力 玩家 游戏 过程 解锁 新 游戏 模式 选择 创建 一套套 build 出门 带 半套 魔力 套 血量 减半 怪物 附加 霸体 build 随机 套装 强度 差距 碾压 现有 难度 玩起来 略 无趣,建议,缺点或问题,
接触 款 游戏 WG 玩 体验版 加 qq 群后 发现 游戏 策划人员 亲切 群友 交流 款 游戏 考验 技术 新手 肯定 感觉 太菜 细细 品它 发现 游戏 中 反复 boss 发现 打法 快乐 游戏 整体 画风 不错 故事 吸引力 还会出 故事集 喜欢 肝 朋友 入手,优点或启发,,
好玩 好玩 想 问 一句 巨锤 罗刹 傻 逼 ？ 攻击 攻击 切换 快 血 厚 特么 33 小时 没过,缺点或问题,,
玩 测试版 玩 测试版 玩 测试版 测试版 方式 库 游戏 右键 选择 测试 选项卡 调整 test boss 动作 难度 改为 好评,建议,,
没写 评论 写 希望 见谅 总体 游戏 兴趣 值得 玩 喜欢 小姐姐 喜欢 地牢 探险 类 游戏 肝玩 动力 有意思 事情 人玩过 感觉 想 个人感觉 地方 评论 区里 好多 游戏 boss 难度 太 几个 boss 设计 实在 太强 我主玩 双刀 受击 反抗 一瞬间 发出 次能 躲 掉 次 一刀 回退 只能 异常 状态 飞镖 耗死 boss 刚刚 二刷 妖狐 boss 昨天 练 小时 不到 单个 boss 练手 真的 崩溃 这是 boss 职业 克制 说 武器 克制 前 几关 提前 换 毒刺 新手 真的 友好 一遍 花 小时 一关 boss 不太可能 重复 中 玩家 感觉 厌烦 boss 难度 游戏 一大 技能 出招 顺序 希望   改进 特别 柳仙 同是 双刀 攻击 僵直 不带 宠物 吸引 仇恨 根本就是 宠物 地上 锤 游戏 真的 肝 游戏 没 钱 少 石头 少 英雄 弱 真的 只能 前 关 刷 东西 掉落 几局 一两个 残卷 内容 有待 拓展 希望 物件 注明 更 新手 摸索 盲目 本来 一部分 小姐姐 玩法 玩 角色 蓄力 技就 鸡肋 打小怪 平 A 更 有用 boss 时 boss 时间 蓄力 对刀 永远 我方 输 武器 武器 武器 改 外貌 加 异常 状态 实质 改变 玩法 区别 希望 有所改进 期待 个人观点 双刀 练全 小姐姐 碰 一会 拓展 玩法 差 两个 残卷 一大堆 有点累 公告 里 新年 更新 为啥 游戏 变化 地图 张 小姐姐 几个 要三刷 ？ 希望 国产 游戏 越做越 加油,建议,缺点或问题,
心态 爆炸,无帮助,,
天赋 商店 道具 位 商店 刷新 隐藏 挑战 玩法 要素 刷 点数 解锁 东西 没 解锁 导致 角色 初期 弱鸡 每关 磨叽 半天 完 一整 关要 没 点数 多不多 脸 蠢得 要死,缺点或问题,,
每次 玩 一会儿 游戏卡 死 声音 图像 动 怎么回事 ？,bug,,
不错 挺好玩,无帮助,,
BOSS 战 难度 太 不合理 典型 第三关 丛林 何地 藏 名字 近战 盾牌 盾 反击 退能种 禁锢 种子 远程 超远 追踪 吸血 攻击 超高 攻击 欲望 真的 测试 我换 武器 第四 关 小青 攻击 欲望 极强 一近 身能 砍 生活 自理 带毒 能射 飞镖 制作组 真的 好好 调整 boss 难度 暂时 推荐,缺点或问题,,
一款 三消 游戏 养成 走心 挑战 游戏 难度 主旨 喜欢 记 毫无意义 支线 剧情 道具 目的 通关 请 更新 玩 手机 消消 乐 PS 实在 没法 鉴赏 只能 先给 入手 提个醒 单 内容 体验 配 40 块 ？ ？ ？ 三消 好玩 闲着没事 干 打通 难度 请问 乐趣 ？ 浪费时间 回合 动 子 打怪 走 运气 程度 配 开发 三消 ？ 配 讲 策略 ？,缺点或问题,,
画风 可爱 剧情 有趣 BGM 连击 音效 有待 升级 玩法 Roglike 类三消 RPG4 种族 职业 挺 有趣 建议 扩展 职业 款 游戏 适合 手机 玩,建议,优点或启发,
套路 工作室 游戏 良心 之作 每款 玩 游戏 要出 公告 欣喜若狂 第一 时间 入手 游戏 分辨率 差点 之外 优秀 三消 游戏 抵抗力 剧情 挺 每次 选择 分支 走向 关键 35 块钱 一顿 饭钱 说 良心,优点或启发,,
游戏 三个 字 形容 小而美 可爱 画风 包含 有趣 剧情 玩梗玩到 飞起 三消 玩法 挺 心意 消除 上方 敌人 站位 顺带 炮兵 攻击力 ？ 开场 毙命 感觉 口吐 芬芳 希望 通关 玩 几个 小时 没 搞定,优点或启发,,
上班 偷偷 玩 下午 发现 喜欢 玩法 Roguelike 三消 线行 模式 有点像 手游 月 圆之夜 选择 更 变化 更 梗 剧情 三消 带上 攻击 效果 消除 位置 攻击 位置 怪物 设定 点 脑子 好玩 好玩 中国 游戏 点个 赞 期待 出手 游,优点或启发,,
套鹿 出品 必属 精品 好玩 推荐 妙奇 星球 快 出,无帮助,,
文案 策划 加 鸡腿 原本 买 三消 游戏 剧情 停不下来 酒馆 听路 讲故事 面临 釜山 行 主角 选择 文案 策划 写 剧情 肯定 故事,优点或启发,,
游戏 真的 太 可爱 每次 奇形怪状 可爱 npc 忍不住 想 调戏 ？ 评论 画风 不太对 铮铮 猛男 游戏 可玩性 不错 玩 游戏 玩累 放松 无脑 消除 一步 走 谨慎 看似 可爱 BOSS 暴虐 游戏 分 三个 难度 模式 简单 无脑 消除 算是 玩家 手 挑战 动脑 通关 难度 找个 攻略 怕 多久 反正 顺带 求个 攻略 大佬 带带,优点或启发,,
文案 很棒 玩法 新颖 分辨率 调 实属 拉 跨 本来 手游 发布 游戏 操作 细节 手游 查看 属性 右键 长 剧情 分割 感太 各条 路线 之间 关联 太 会心一笑 neta 画风 行 文案 不符 文案 帅 一批 游戏 里 一张 卡通 萌系 离谱 瑕不掩瑜 值得 鼓励 希望 优化 成 完整 pc 端 游戏 一种 模拟器 感觉,建议,优点或启发,缺点或问题
创新 三消 rpg 游戏 眼前一亮 整体 品质 不错 剧情 梗 玩法 抗打 期待 正式版 内容 体验 看好 多人 说 重复 述 我要 玩,优点或启发,,
为妙 千军 献出 第一次 评测 游戏 挺好玩 画风 胃口 老 夫妇俩 装 死 逗笑 2333 建议 加个 Back History 有时候 小心 手抖 一句 台词 看不到 每句 仔细 属实 难受     返回 主 菜单 改成 保存 返回 主 菜单 保存 进度 我试 23333,建议,优点或启发,
第一 玩 类型 游戏 EA 版本 英雄 通关 玩 挺 久 懵 逼 通关 懵 逼 挂 做 更好 ~ ~ 开发者 群里 解答 期待 加油,无帮助,,
EA 满分 10 分打 分 通关 难度 虐杀 难度 名 一款 烧脑 费劲 可爱 不失 深度 游戏 开发者 做 更好 大蒜 骑士 设计 太 爱 ~ ~ ~,优点或启发,,
太 上头 一不小心 就通 宵 游戏 整体 可玩性 不错 剧情 变 消除 整体 节奏 控制 忘记 时间 建议 订好 闹钟 EA bug 接受 35 块钱 玩 这么久 不香 ？,优点或启发,,
蛮 喜欢 耶   太短   哈哈哈 -------------------------------------------- 说 评论 短   哈哈哈哈,无帮助,,
这是 休闲 游戏 适合 硬核 游戏 虐 头皮发麻 缓一缓 背景音乐 略 硬核 尝试 关掉 放 喜欢 音乐 剧情 结局 解锁 画风 可爱 快 玩吧,优点或启发,缺点或问题,
千万 买 千千万万 游戏 主播   游戏 中肯 打分 10 分 满分 BGM 分 文案 分 游戏 机制 分 游戏 内容 分 游戏 画面 分 游戏 画风 分 游戏 难度 鸟 游戏 没 做 游戏 数据 平衡 开发 游戏 臭 傻 逼 对得起 优秀 文案 BGM     看着 头疼 总体 测评 游戏 内容 开了个 好头 怕 游戏 公司 无良 游戏 商 卖 一波 信仰 开发 游戏 点名 恐怖 游戏 TM 阁楼   2090 年出 ？ 游戏 若干年 后大 更 卖个 DLC 说 请 玩 试试,缺点或问题,,
游戏 好玩       发售 四分钟 买 手里       感觉 值         内容 估计 够玩 65 小时     有个     一倍 速和二 倍速 按钮     开 顺利 完 剧情 两个 按钮 功能 重合 一倍 速是 加速 字幕 速度 切到 一句 话 手点 阅读 剧情 友好 二 倍速 跳 剧情 挺 二人 倍速 只能 剧情 界面   开关   有时候 跳过 看过 剧情     事件 剧情 想   二 倍速 关不了   跳过   挺 影响 游戏 剧情 体验     建议 时间 选择 界面 选择 倍速         剧情 物品 物品 栏 上方       索性 不见     玩 玩 忘       建议 好歹 鼠标 指针 指 显示 事件     干脆 出 事件 日志   记录 近几天 发生   触发 几件 系列 事件   有时候 触发 几个 事件     正好 想 触发 新 事件   升级 兵种 住店     天数 算错     三两个 记在 脑袋 里   有时候 四五个 想要 连续 事件     没 干完 走   贪心     想读 故事   手里 事 越垒 越     剧本 好看     反复 玩     找 新 剧本 动力       剧本 遇见     放下 手头 事件 点 新 事件   辅助 物品 上限 事     前期 刷 东西 后期 不好     前期 有时候 没 可选     总 明知 烂 果子 亏 烂 果子   后期 上限   新 东西 顶 掉 旧 东西 位置     选 没法 选     一点点 难受   心疼 东西 一点 玩 牢骚 套鹿 加油,建议,bug,
确实 用心 优秀 游戏 正式 潜力 评价 褒贬不一 差评 真的 差 评个 暂时 好评 拉高 评价,无帮助,,
好玩 买 不亏,无帮助,,
游戏 挺好玩 确实 游戏性 深 角色 玩个 两遍 新意 主线 剧情 通 通 第二遍 意义 这样一来 违背 玩 肉鸽 游戏 初衷 游戏 抢先 体验 阶段 游戏性 剧情 内容 打磨 装备 技能 开发 空间 加油,缺点或问题,,
单一   rpg 味道,缺点或问题,,
刚 玩入 简单 三消 通关 物有所值 剧情 理解 深意 故事 探究 欲 僵尸 那关 太难 boss 关卡 僵尸 关 简单 感觉 期待 正式版 --------------------------------------------------------------------------------------------------------- 第二次 玩 更新 僵尸 关 主线 是因为 天胡 弓箭 箭袋 箭矢 满级 远程 没 难度 没 储备粮 缘故 或者说 僵尸 关对 弓箭 送 ？ 远程 体会 三消 快感 不用 拘泥 列 消除 太好了 xd 剧情 两个 选项 选过 原因 海盗 藏宝图 难顶 顺带 关是 结局 ？ 灯神 许愿 拿到 黑 宝石 神殿 boss 会变 ？ 说 走 皇帝 线才行 ？,优点或启发,,
没法 调 分辨率   画面 糊   操作 感人   教程 莫名其妙   说 roguelike   事件 有趣 程度     奖励 给钱   提升 战力 手段 有限   花钱买 高级 兵种 升级 兵种   奖励 遗物 消耗品 乱糟糟 混   人才 无论是 画面 剧情   11 年前 英雄 交锋 魔林 迷踪   为啥 2020 年 pc 玩 国产 手游 水平 游戏 ？ ？ ？   制作组 本来 做 手游       推荐   价格 低   游戏 水平 实在 忒 烂   一分钱 不想 花好,缺点或问题,,
玩 一小 BUG 一大堆 招招 致命 也许 没 耐心 剧情 太 磨叽 全屏 窗口 界面 很小 趴在 笔记本 抢先 体验 完成度 35 定价 确实 醉人 BUG 有钱 花                     难度 玩到 矮人 开矿 好不容易 卡 坑道 界面 动 全 白玩,bug,缺点或问题,
今天下午 邮箱 收到 通知 告诉 说 上线 果断 购买 游戏 打开 嚯 ~ 人物 剧情 这玩 梗 只能 说 一句 不愧 套鹿 爆炒 江湖 接触 套鹿 不错 游戏 工作室 整体 画风 人物 塑造 一种 可爱 治愈 感觉 独特 剧情 沙雕 一份 感悟 希望 剧情 出全 结束 测试 套鹿 加油,优点或启发,,
消除 类 RPG 肉鸽 莱克,无帮助,,
确实 有趣 对话 发现 梗 消除 纵列 怪 影响 无脑 消 好评 EA 阶段 缺点 改 分辨率 全屏 糊 一批 音效 忽大忽小 内容 确实 游戏 单机游戏 腾讯 TP,缺点或问题,,
新人 友好 元素 太多太杂 小兵 占 一格 心烦,缺点或问题,,
有意思 游戏,无帮助,,
占个 地方 全 成就 回来 补充,无帮助,,
兄弟 买,无帮助,,
整体 款 游戏 潜力 制作方 说 十年 计划 不像 忽悠 改 完善 这是 中国 第一款 纯 自主 卡车 模拟游戏 欧卡 发布 第一 时间 入手 游戏 经历 长 体验 过程 抢先 体验 阶段   games 更新 速度 快 一点 值得 肯定 相比 起刚 发布 时 0.0 30 版本 特别 硬伤 很长 时间 完善 游戏 引擎 游戏 体验 关键 unity 4399 这款 游戏 区别 ？ 中国 玩家 卡车 人生 寄予 厚望 希望 制作 公司 坚持下去 做成 开天辟地 一代 经典 希望 玩家 市场 给予 支持 制作者 没 钱 游戏 更新 缓慢 得不到 游戏 体验 制作者 收入 越来越少 恶性循环 建议 说一说 操控性 游戏 短板 状况 方向盘 手柄 玩起来 真的 太 痛苦 鼠标 欧卡 鼠标 操控 转向 真实 开真车 … … 不多 说 画面 说 光影 效果 不错 贴图 感太 unity 游戏 directX … … Wow amazing 优化 欠缺 音效 物理 模拟 真实 细节 建议 驾驶 感受 感觉 松开 油门 发动机 制动 打个比方 电动汽车 开 高档 动能 回收 拖拽 感 厉害 起步 很难 空车 载货 怀疑   games 一律 重车 设置 物理 参数 鼠标 操控 游戏 中 Esc 键 回到 主 菜单 挪动 鼠标 回到 游戏 发现 车 跟着 鼠标 挪动 转向 几次 出 事故 希望 出 补丁 修复 暂停状态 鼠标 操作 影响 游戏 电脑配置 不行 情况 Esc 回主 界面 时间 很长 约 秒 段时间 里 游戏 依然 主 界面 地图 时 画面 跳 游戏 中 持续 0.5 秒 也许 录 视频 没 事 设置 矛盾 重合 地方 鼠标 操控 希望 键盘 WSAD 键 鼠标 介入 操控 油门 刹车 设置 只能 鼠标 键来 操控 油门 刹车 得手 酸 存档 界面 放到 主 界面 中 想 读档 存 多个 档会 10 AI 车辆 希望 更 游戏 中 六款 车 AI11 经营 成分 ？ 钱 快 滑稽 修改 发现 想要 开着 那辆 卡车 攒 出半挂 跑 50 小时   games 想 表现 真实 卡车司机 非 物流 公司 老板 生活 贷款 保险 近期 估计 美好 设想 12 地图 做大 浙江省 上海市 太 不够意思 坐标 山东 距离 浙江 隔 江苏 安徽 … … 13 获取 品牌 授权 游戏 中有 江淮 解放 东风 福田 大厂 太 欧卡 集齐 欧洲 卡车 界 七朵 金花 ？ 提升 实力 品牌 授权 14 创虎要 能来 ？ 款 游戏 闪光点 弱项 粗糙 之处 让玩家 留下 horrible   expression 卡车 人生 感到 失望透顶   games 借鉴 欧卡 设计 无可厚非 领略到 scs 公司 精髓 匠心 端正 态度 不懈 打磨 作品 游戏 精益求精 这是 年轻 卡车 人生 学习 希望 版本 正式版 中 更 精彩 推荐,建议,bug,
游戏 真实,无帮助,,
模拟 驾驶 买 卡车 人生   国产 大力支持 买 莱仕达 900 方向盘 回来 发现 游戏 匹配 方向盘 只能 改投 玩 欧卡 玩过 几把 回来 果断 卡车 人生 删 不玩 占用 磁盘 资源   卡生 更新 手 痒痒 下载   安装   试玩 卡顿 延迟 油 开 拖拉机 油门 踩 只能 挂个 挡 额 神   国产 游戏 期待 忒 高 游戏 体验 圈粉 ？ 努力,缺点或问题,,
城市 没 特色 一点 互动 没 景色,缺点或问题,,
努力 开发者 玩玩 卡车 游戏 亡羊补牢,无帮助,,
感觉 真实 希望 更 优化 更 剧情 早日 制作,优点或启发,,
三轮车 高速 ？ ？ 游戏 内容 太 单调 增加 可玩性,缺点或问题,,
你好 能加 雪地 天气,建议,,
趣味性 太低,缺点或问题,,
最烂 游戏 66 块 喂狗,无帮助,,
游戏 潜力 现阶段 测试阶段 优化 理想 地图 浙江 上海 期待 后续 更新 一款 国产 卡车 游戏 完成度 不错 现阶段 建议 入手 优化 好点 地图 大点 入会 更好,缺点或问题,,
游戏卡 顿 玩 欧卡 方向盘 控制 设置 不合理 只能 控制 基本操作 按钮 导航 车 位置 设置 汽车 真实性 体验 较差 太 动画 性 缺少 现实 图像 地图 太小 路程 太短 车子 性能 手动挡 行 自动挡 驾驶 累赘 方向盘 体验 效果 较差 力反馈 方向盘 操作 过轻 本来 支持 国产 出品 优护 设置 功能 更 强大 地图 全 覆盖 中国 道路 时 玩吧,缺点或问题,,
Made     China   哈哈哈   支持     期待 越做越,无帮助,,
国产 游戏 BUG 值得 期待,无帮助,,
